Fecha,Territorio,Confirmados_PCR,Confirmados_PCR_14_días,Confirmados_PCR_7_días,Total_confirmados,Hospitalizados,Total_UCI,Fallecidos,Curados
2020-04-19,Andalucía,0,0,0,11555,5473,690,1013,3229
2020-04-19,Almería,0,0,0,461,191,36,43,153
2020-04-19,Cádiz,0,0,0,1146,490,74,75,283
2020-04-19,Córdoba,0,0,0,1281,496,67,79,368
2020-04-19,Granada,0,0,0,2078,1057,121,205,704
2020-04-19,Jaén,0,0,0,1309,640,68,140,254
2020-04-19,Málaga,0,0,0,2546,1350,158,223,873
2020-04-19,Sevilla,0,0,0,2345,1037,137,214,474
2020-04-19,Huelva,0,0,0,389,212,29,34,120
2020-04-20,Andalucía,0,0,0,11689,5509,692,1017,3411
2020-04-20,Almería,0,0,0,466,193,36,43,160
2020-04-20,Córdoba,0,0,0,1290,501,69,79,369
2020-04-20,Cádiz,0,0,0,1161,494,74,75,294
2020-04-20,Huelva,0,0,0,390,212,29,34,130
2020-04-20,Sevilla,0,0,0,2371,1044,137,215,481
2020-04-20,Granada,0,0,0,2142,1066,121,208,846
2020-04-20,Jaén,0,0,0,1317,646,68,140,254
2020-04-20,Málaga,0,0,0,2552,1353,158,223,877
2020-04-21,Sevilla,0,0,0,2414,1052,138,218,505
2020-04-21,Málaga,0,0,0,2657,1376,159,232,956
2020-04-21,Jaén,0,0,0,1325,650,68,141,260
2020-04-21,Huelva,0,0,0,391,212,29,35,130
2020-04-21,Granada,0,0,0,2200,1081,122,214,869
2020-04-21,Córdoba,0,0,0,1300,504,69,83,386
2020-04-21,Cádiz,0,0,0,1161,493,74,83,298
2020-04-21,Almería,0,0,0,473,197,37,44,165
2020-04-21,Andalucía,0,0,0,11921,5565,696,1050,3569
2020-04-22,Andalucía,0,0,0,12237,5616,702,1079,3847
2020-04-22,Almería,0,0,0,492,198,37,44,185
2020-04-22,Cádiz,0,0,0,1204,500,74,88,314
2020-04-22,Córdoba,0,0,0,1342,506,69,83,400
2020-04-22,Málaga,0,0,0,2741,1377,161,237,1054
2020-04-22,Huelva,0,0,0,396,214,29,35,136
2020-04-22,Jaén,0,0,0,1348,663,68,147,263
2020-04-22,Granada,0,0,0,2251,1093,124,219,947
2020-04-22,Sevilla,0,0,0,2463,1065,140,226,548
2020-04-23,Córdoba,0,0,0,1363,516,71,87,402
2020-04-23,Andalucía,0,0,0,12495,5675,714,1107,3992
2020-04-23,Almería,0,0,0,513,200,37,44,196
2020-04-23,Cádiz,0,0,0,1220,502,76,92,316
2020-04-23,Granada,0,0,0,2294,1099,124,223,958
2020-04-23,Jaén,0,0,0,1383,674,72,152,280
2020-04-23,Málaga,0,0,0,2839,1383,161,241,1119
2020-04-23,Sevilla,0,0,0,2482,1085,143,231,583
2020-04-23,Huelva,0,0,0,401,216,30,37,138
2020-04-24,Andalucía,0,0,0,12824,5715,717,1131,4295
2020-04-24,Almería,0,0,0,518,202,38,45,213
2020-04-24,Cádiz,0,0,0,1229,510,76,100,317
2020-04-24,Córdoba,0,0,0,1382,517,71,88,516
2020-04-24,Huelva,0,0,0,408,209,30,39,150
2020-04-24,Jaén,0,0,0,1405,678,72,152,285
2020-04-24,Málaga,0,0,0,3009,1396,161,247,1189
2020-04-24,Sevilla,0,0,0,2525,1095,145,235,638
2020-04-24,Granada,0,0,0,2348,1108,124,225,987
2020-04-25,Cádiz,0,0,0,1241,514,76,101,319
2020-04-25,Andalucía,0,0,0,13023,5748,716,1145,4741
2020-04-25,Almería,0,0,0,527,204,38,45,229
2020-04-25,Córdoba,0,0,0,1397,522,71,94,647
2020-04-25,Sevilla,0,0,0,2554,1102,145,235,678
2020-04-25,Huelva,0,0,0,415,210,30,40,152
2020-04-25,Jaén,0,0,0,1410,682,72,152,323
2020-04-25,Málaga,0,0,0,3060,1394,160,249,1329
2020-04-25,Granada,0,0,0,2419,1120,124,229,1064
2020-04-26,Andalucía,0,0,0,13160,5768,720,1157,4890
2020-04-26,Almería,0,0,0,527,204,38,46,238
2020-04-26,Córdoba,0,0,0,1403,523,71,95,694
2020-04-26,Cádiz,0,0,0,1244,516,76,102,319
2020-04-26,Huelva,0,0,0,417,211,30,40,153
2020-04-26,Sevilla,0,0,0,2563,1107,145,236,709
2020-04-26,Granada,0,0,0,2504,1125,126,233,1110
2020-04-26,Jaén,0,0,0,1426,686,74,155,325
2020-04-26,Málaga,0,0,0,3076,1396,160,250,1342
2020-04-27,Sevilla,0,0,0,2575,1117,145,239,749
2020-04-27,Málaga,0,0,0,3093,1400,161,250,1357
2020-04-27,Jaén,0,0,0,1434,690,74,155,345
2020-04-27,Huelva,0,0,0,420,214,30,40,154
2020-04-27,Granada,0,0,0,2536,1123,126,234,1133
2020-04-27,Córdoba,0,0,0,1404,523,71,96,727
2020-04-27,Cádiz,0,0,0,1255,522,76,107,329
2020-04-27,Almería,0,0,0,533,204,38,47,245
2020-04-27,Andalucía,0,0,0,13250,5793,721,1168,5039
2020-04-28,Andalucía,0,0,0,13501,5832,722,1188,5272
2020-04-28,Almería,0,0,0,542,203,37,47,246
2020-04-28,Cádiz,0,0,0,1267,529,76,111,344
2020-04-28,Córdoba,0,0,0,1414,526,71,98,730
2020-04-28,Málaga,0,0,0,3210,1404,161,253,1405
2020-04-28,Huelva,0,0,0,425,214,30,41,163
2020-04-28,Jaén,0,0,0,1445,701,75,156,364
2020-04-28,Sevilla,0,0,0,2605,1127,145,244,806
2020-04-28,Granada,0,0,0,2593,1128,127,238,1214
2020-04-29,Andalucía,0,0,0,13688,5874,721,1207,5710
2020-04-29,Almería,0,0,0,555,207,37,48,299
2020-04-29,Córdoba,0,0,0,1435,531,71,98,728
2020-04-29,Cádiz,0,0,0,1282,532,75,116,347
2020-04-29,Huelva,0,0,0,434,221,30,43,183
2020-04-29,Sevilla,0,0,0,2629,1136,143,248,895
2020-04-29,Granada,0,0,0,2636,1131,128,241,1377
2020-04-29,Jaén,0,0,0,1469,709,76,159,458
2020-04-29,Málaga,0,0,0,3248,1407,161,254,1423
2020-04-30,Sevilla,0,0,0,2649,1157,144,252,957
2020-04-30,Málaga,0,0,0,3324,1415,163,259,1498
2020-04-30,Jaén,0,0,0,1483,719,78,161,559
2020-04-30,Huelva,0,0,0,446,220,30,43,196
2020-04-30,Granada,0,0,0,2693,1144,129,244,1567
2020-04-30,Córdoba,0,0,0,1462,533,71,99,861
2020-04-30,Cádiz,0,0,0,1310,541,77,132,360
2020-04-30,Almería,0,0,0,579,207,37,48,336
2020-04-30,Andalucía,0,0,0,13946,5936,729,1238,6334
2020-05-01,Andalucía,0,0,0,14195,5962,735,1253,6821
2020-05-01,Almería,0,0,0,592,208,37,49,343
2020-05-01,Cádiz,0,0,0,1330,545,78,135,372
2020-05-01,Córdoba,0,0,0,1477,535,74,100,952
2020-05-01,Málaga,0,0,0,3416,1415,164,261,1607
2020-05-01,Huelva,0,0,0,466,220,30,43,210
2020-05-01,Jaén,0,0,0,1513,724,78,162,652
2020-05-01,Granada,0,0,0,2739,1154,129,248,1675
2020-05-01,Sevilla,0,0,0,2662,1161,145,255,1010
2020-05-02,Córdoba,0,0,0,1478,534,73,100,952
2020-05-02,Andalucía,0,0,0,14287,5961,736,1256,6897
2020-05-02,Almería,0,0,0,595,208,37,49,349
2020-05-02,Cádiz,0,0,0,1335,546,78,135,372
2020-05-02,Granada,0,0,0,2751,1152,130,251,1700
2020-05-02,Jaén,0,0,0,1528,725,79,162,675
2020-05-02,Sevilla,0,0,0,2702,1161,145,255,1025
2020-05-02,Huelva,0,0,0,466,220,30,43,212
2020-05-02,Málaga,0,0,0,3432,1415,164,261,1612
2020-05-03,Sevilla,0,0,0,2708,1162,146,258,1045
2020-05-03,Málaga,0,0,0,3452,1416,164,261,1636
2020-05-03,Jaén,0,0,0,1547,732,80,162,689
2020-05-03,Huelva,0,0,0,466,220,30,43,219
2020-05-03,Granada,0,0,0,2766,1155,130,254,1758
2020-05-03,Córdoba,0,0,0,1480,534,73,101,952
2020-05-03,Cádiz,0,0,0,1335,546,78,135,373
2020-05-03,Almería,0,0,0,595,208,37,49,349
2020-05-03,Andalucía,0,0,0,14349,5973,738,1263,7021
2020-05-04,Andalucía,0,0,0,14394,5983,738,1267,7230
2020-05-04,Almería,0,0,0,593,208,37,49,349
2020-05-04,Cádiz,0,0,0,1342,548,78,136,379
2020-05-04,Córdoba,0,0,0,1483,537,73,102,952
2020-05-04,Málaga,0,0,0,3462,1417,164,261,1637
2020-05-04,Huelva,0,0,0,466,220,30,43,219
2020-05-04,Jaén,0,0,0,1556,734,80,162,712
2020-05-04,Granada,0,0,0,2781,1156,130,255,1929
2020-05-04,Sevilla,0,0,0,2711,1163,146,259,1053
2020-05-05,Cádiz,1216,0,0,1365,557,78,138,392
2020-05-05,Andalucía,12236,0,0,14639,6012,740,1281,7679
2020-05-05,Almería,476,0,0,600,208,37,49,353
2020-05-05,Córdoba,1315,0,0,1495,538,73,102,960
2020-05-05,Huelva,399,0,0,474,220,30,44,226
2020-05-05,Jaén,1306,0,0,1584,734,80,164,934
2020-05-05,Málaga,2678,0,0,3565,1429,165,263,1707
2020-05-05,Sevilla,2366,0,0,2733,1167,146,260,1101
2020-05-05,Granada,2480,0,0,2823,1159,131,261,2006
2020-05-06,Andalucía,12268,0,0,14870,6027,744,1294,8076
2020-05-06,Almería,476,0,0,612,209,37,49,367
2020-05-06,Cádiz,1218,0,0,1386,557,78,138,400
2020-05-06,Córdoba,1319,0,0,1508,540,73,103,1027
2020-05-06,Granada,2488,0,0,2888,1164,133,270,2072
2020-05-06,Huelva,399,0,0,487,220,30,44,236
2020-05-06,Jaén,1315,0,0,1600,737,82,164,962
2020-05-06,Málaga,2683,0,0,3638,1432,165,264,1752
2020-05-06,Sevilla,2370,0,0,2751,1168,146,262,1260
2020-05-07,Andalucía,12287,506,0,15050,6038,742,1301,8435
2020-05-07,Almería,477,10,0,618,210,37,49,376
2020-05-07,Cádiz,1222,59,0,1406,559,78,138,412
2020-05-07,Córdoba,1320,27,0,1527,540,73,104,1093
2020-05-07,Sevilla,2379,80,0,2782,1173,146,264,1341
2020-05-07,Huelva,398,10,0,500,219,30,45,275
2020-05-07,Jaén,1321,48,0,1609,733,81,164,1001
2020-05-07,Málaga,2701,104,0,3703,1438,165,266,1811
2020-05-07,Granada,2469,168,0,2905,1166,132,271,2126
2020-05-08,Andalucía,12298,420,0,15228,6069,745,1317,8779
2020-05-08,Almería,477,9,0,630,210,38,49,391
2020-05-08,Cádiz,1228,55,0,1426,565,79,141,449
2020-05-08,Córdoba,1322,25,0,1547,541,73,104,1105
2020-05-08,Granada,2443,120,0,2946,1171,132,273,2201
2020-05-08,Jaén,1332,52,0,1638,742,82,166,1039
2020-05-08,Sevilla,2391,69,0,2816,1181,146,268,1414
2020-05-08,Huelva,398,9,0,507,219,30,46,296
2020-05-08,Málaga,2707,81,0,3718,1440,165,270,1884
2020-05-09,Andalucía,12315,362,0,15403,6080,744,1320,9020
2020-05-09,Almería,479,9,0,642,211,38,50,403
2020-05-09,Cádiz,1232,52,0,1444,566,79,142,469
2020-05-09,Córdoba,1323,22,0,1589,542,73,104,1143
2020-05-09,Sevilla,2395,67,0,2831,1181,146,268,1449
2020-05-09,Huelva,398,7,0,510,219,30,47,303
2020-05-09,Jaén,1345,58,0,1654,743,81,165,1042
2020-05-09,Málaga,2712,70,0,3760,1445,165,271,1942
2020-05-09,Granada,2431,77,0,2973,1173,132,273,2269
2020-05-10,Andalucía,12341,359,0,15478,6092,745,1322,9205
2020-05-10,Almería,482,12,0,649,212,38,50,423
2020-05-10,Cádiz,1232,49,0,1450,567,79,142,472
2020-05-10,Córdoba,1326,24,0,1600,544,73,104,1148
2020-05-10,Huelva,398,6,0,510,219,30,47,303
2020-05-10,Jaén,1349,61,0,1661,743,81,165,1060
2020-05-10,Málaga,2714,66,0,3779,1448,165,271,1955
2020-05-10,Sevilla,2402,67,0,2842,1183,147,269,1542
2020-05-10,Granada,2438,74,0,2987,1176,132,274,2302
2020-05-11,Cádiz,1232,45,0,1449,566,79,142,473
2020-05-11,Andalucía,12293,351,0,15522,6101,745,1326,9297
2020-05-11,Almería,483,13,0,652,213,38,50,427
2020-05-11,Córdoba,1324,22,0,1600,546,73,104,1147
2020-05-11,Sevilla,2409,68,0,2850,1188,147,272,1584
2020-05-11,Huelva,398,4,0,510,219,30,47,309
2020-05-11,Jaén,1355,64,0,1669,742,81,166,1082
2020-05-11,Málaga,2714,64,0,3790,1449,165,271,1960
2020-05-11,Granada,2378,71,0,3002,1178,132,274,2315
2020-05-12,Cádiz,1232,43,0,1464,566,79,142,489
2020-05-12,Andalucía,12317,323,0,15629,6114,750,1332,9481
2020-05-12,Almería,485,14,0,662,214,39,50,433
2020-05-12,Córdoba,1326,21,0,1632,547,74,105,1176
2020-05-12,Sevilla,2414,63,0,2868,1190,148,273,1628
2020-05-12,Huelva,398,0,0,510,219,30,48,320
2020-05-12,Jaén,1358,62,0,1689,745,82,168,1099
2020-05-12,Málaga,2723,55,0,3838,1454,166,272,2010
2020-05-12,Granada,2381,65,0,2966,1179,132,274,2326
2020-05-13,Sevilla,2415,58,0,2895,1191,148,273,1711
2020-05-13,Málaga,2732,55,0,3919,1455,166,273,2098
2020-05-13,Jaén,1366,62,0,1724,749,83,170,1103
2020-05-13,Huelva,398,0,0,510,219,30,48,328
2020-05-13,Granada,2399,58,0,2965,1183,132,275,2412
2020-05-13,Córdoba,1326,16,0,1656,549,74,105,1308
2020-05-13,Cádiz,1235,41,0,1477,566,79,142,511
2020-05-13,Almería,488,14,0,677,216,39,50,447
2020-05-13,Andalucía,12359,304,0,15823,6128,751,1336,9918
2020-05-14,Almería,492,18,0,695,218,39,50,452
2020-05-14,Andalucía,12401,281,0,16068,6146,754,1344,10148
2020-05-14,Córdoba,1328,13,0,1682,551,74,105,1331
2020-05-14,Cádiz,1236,25,0,1480,566,79,142,517
2020-05-14,Huelva,399,0,0,520,219,30,48,344
2020-05-14,Granada,2401,50,0,3033,1184,132,278,2480
2020-05-14,Jaén,1375,58,0,1751,751,85,173,1121
2020-05-14,Málaga,2746,55,0,3983,1463,167,274,2161
2020-05-14,Sevilla,2424,62,0,2924,1194,148,274,1742
2020-05-15,Andalucía,12420,257,0,16263,6161,758,1355,10319
2020-05-15,Almería,494,18,0,713,224,41,51,474
2020-05-15,Cádiz,1235,22,0,1487,568,79,145,530
2020-05-15,Córdoba,1329,14,0,1688,552,75,105,1335
2020-05-15,Sevilla,2423,60,0,2946,1196,148,275,1787
2020-05-15,Huelva,399,0,0,520,219,30,48,351
2020-05-15,Jaén,1379,49,0,1771,753,86,174,1129
2020-05-15,Málaga,2754,54,0,4068,1466,167,278,2214
2020-05-15,Granada,2407,40,0,3070,1183,132,279,2499
2020-05-16,Andalucía,12450,265,0,16432,6174,760,1358,10611
2020-05-16,Almería,498,20,0,728,228,41,52,484
2020-05-16,Cádiz,1240,23,0,1500,570,79,145,560
2020-05-16,Córdoba,1331,13,0,1696,552,76,106,1350
2020-05-16,Huelva,400,1,0,521,219,30,48,391
2020-05-16,Jaén,1387,55,0,1793,754,87,175,1171
2020-05-16,Málaga,2758,57,0,4115,1472,167,278,2295
2020-05-16,Sevilla,2423,55,0,2978,1196,148,275,1840
2020-05-16,Granada,2413,41,0,3101,1183,132,279,2520
2020-05-17,Cádiz,1240,22,0,1508,571,79,145,565
2020-05-17,Andalucía,12458,261,0,16457,6178,761,1358,10671
2020-05-17,Almería,498,20,0,729,229,42,52,487
2020-05-17,Córdoba,1331,13,0,1696,552,76,106,1350
2020-05-17,Granada,2417,43,0,3106,1184,132,279,2524
2020-05-17,Huelva,400,1,0,521,219,30,48,392
2020-05-17,Jaén,1387,50,0,1793,754,87,175,1171
2020-05-17,Málaga,2760,59,0,4122,1473,167,278,2302
2020-05-17,Sevilla,2425,53,0,2982,1196,148,275,1880
2020-05-18,Andalucía,12473,260,0,16511,6176,760,1361,10743
2020-05-18,Almería,498,20,0,728,228,42,52,490
2020-05-18,Cádiz,1239,18,0,1508,570,79,147,566
2020-05-18,Córdoba,1331,13,0,1696,552,75,106,1351
2020-05-18,Sevilla,2430,53,0,2999,1196,148,275,1924
2020-05-18,Huelva,400,1,0,521,219,30,48,392
2020-05-18,Jaén,1392,55,0,1797,753,87,176,1169
2020-05-18,Málaga,2763,56,0,4153,1474,167,278,2324
2020-05-18,Granada,2420,44,0,3109,1184,132,279,2527
2020-05-19,Andalucía,12489,228,0,16689,6182,760,1367,10963
2020-05-19,Almería,498,20,0,734,229,42,52,499
2020-05-19,Cádiz,1242,17,0,1524,571,79,147,593
2020-05-19,Córdoba,1334,12,0,1705,554,75,107,1359
2020-05-19,Huelva,401,2,0,523,219,30,48,414
2020-05-19,Jaén,1397,41,0,1820,754,87,176,1190
2020-05-19,Málaga,2763,47,0,4216,1472,167,281,2377
2020-05-19,Granada,2422,41,0,3141,1187,132,280,2581
2020-05-19,Sevilla,2432,48,0,3026,1196,148,276,1950
2020-05-20,Córdoba,1337,15,0,1729,556,75,110,1428
2020-05-20,Andalucía,12502,228,0,16842,6196,764,1371,11289
2020-05-20,Almería,497,20,0,739,229,42,52,506
2020-05-20,Cádiz,1245,15,0,1531,572,80,147,681
2020-05-20,Granada,2426,39,0,3171,1190,132,280,2630
2020-05-20,Jaén,1403,43,0,1841,758,87,176,1201
2020-05-20,Sevilla,2435,49,0,3045,1199,149,277,1973
2020-05-20,Huelva,402,3,0,525,219,30,48,435
2020-05-20,Málaga,2757,44,0,4261,1473,169,281,2435
2020-05-21,Andalucía,12547,234,0,17025,6210,766,1375,11624
2020-05-21,Almería,498,21,0,748,232,42,52,551
2020-05-21,Cádiz,1252,21,0,1542,575,80,147,721
2020-05-21,Córdoba,1341,17,0,1773,558,75,111,1460
2020-05-21,Sevilla,2437,42,0,3056,1200,149,279,2056
2020-05-21,Huelva,402,3,0,525,219,30,48,437
2020-05-21,Jaén,1422,48,0,1868,761,89,177,1220
2020-05-21,Málaga,2764,47,0,4327,1474,169,281,2537
2020-05-21,Granada,2431,35,0,3186,1191,132,280,2642
2020-05-22,Sevilla,2444,41,0,3075,1202,149,280,2109
2020-05-22,Málaga,2766,47,0,4386,1475,169,281,2623
2020-05-22,Jaén,1431,52,0,1891,763,90,178,1276
2020-05-22,Huelva,402,3,0,525,219,30,48,442
2020-05-22,Granada,2437,37,0,3198,1194,132,280,2651
2020-05-22,Córdoba,1340,14,0,1694,554,75,110,1410
2020-05-22,Cádiz,1258,24,0,1554,577,81,149,737
2020-05-22,Almería,498,21,0,755,231,41,51,564
2020-05-22,Andalucía,12576,239,0,17078,6215,767,1377,11812
2020-05-23,Andalucía,12597,229,0,17215,6229,766,1389,12081
2020-05-23,Almería,499,20,0,763,234,40,52,595
2020-05-23,Córdoba,1341,15,0,1741,558,75,114,1443
2020-05-23,Cádiz,1257,22,0,1558,578,81,153,797
2020-05-23,Huelva,403,4,0,526,220,30,48,447
2020-05-23,Granada,2439,34,0,3217,1195,132,280,2669
2020-05-23,Jaén,1443,53,0,1909,766,90,179,1293
2020-05-23,Málaga,2767,45,0,4418,1476,169,281,2702
2020-05-23,Sevilla,2448,36,0,3083,1202,149,282,2135
2020-05-24,Andalucía,12600,218,0,17267,6230,766,1391,12181
2020-05-24,Almería,499,16,0,763,234,40,52,596
2020-05-24,Cádiz,1257,22,0,1558,578,81,153,797
2020-05-24,Córdoba,1341,13,0,1741,558,75,114,1443
2020-05-24,Sevilla,2448,32,0,3132,1203,149,282,2235
2020-05-24,Huelva,403,4,0,526,220,30,48,447
2020-05-24,Jaén,1443,52,0,1908,765,90,179,1291
2020-05-24,Málaga,2767,44,0,4418,1476,169,281,2703
2020-05-24,Granada,2442,35,0,3221,1196,132,282,2669
2020-05-25,Andalucía,12599,208,0,17292,6233,766,1392,12230
2020-05-25,Almería,500,15,0,763,235,40,52,595
2020-05-25,Cádiz,1257,22,0,1558,578,81,153,797
2020-05-25,Córdoba,1340,12,0,1740,558,75,115,1443
2020-05-25,Huelva,403,4,0,527,220,30,48,448
2020-05-25,Jaén,1443,50,0,1908,764,90,179,1291
2020-05-25,Málaga,2767,43,0,4429,1476,169,281,2715
2020-05-25,Granada,2442,35,0,3217,1199,132,282,2666
2020-05-25,Sevilla,2447,27,0,3150,1203,149,282,2275
2020-05-26,Córdoba,1340,10,0,1740,558,75,116,1454
2020-05-26,Andalucía,12617,191,0,17345,6245,766,1406,12494
2020-05-26,Almería,501,15,0,770,235,40,53,605
2020-05-26,Cádiz,1256,21,0,1561,583,81,158,830
2020-05-26,Granada,2444,33,0,3228,1201,132,284,2686
2020-05-26,Jaén,1452,45,0,1911,766,90,180,1308
2020-05-26,Sevilla,2452,24,0,3149,1205,149,284,2375
2020-05-26,Huelva,403,4,0,527,220,30,48,456
2020-05-26,Málaga,2769,39,0,4459,1477,169,283,2780
2020-05-27,Andalucía,12627,169,0,17380,6245,767,1411,12690
2020-05-27,Almería,502,12,0,770,235,40,53,621
2020-05-27,Cádiz,1259,19,0,1567,582,81,157,888
2020-05-27,Córdoba,1341,11,0,1741,558,75,116,1505
2020-05-27,Sevilla,2456,22,0,3146,1205,149,285,2392
2020-05-27,Huelva,403,3,0,528,220,30,48,460
2020-05-27,Jaén,1454,41,0,1914,767,90,181,1311
2020-05-27,Málaga,2767,28,0,4475,1477,169,285,2802
2020-05-27,Granada,2445,33,0,3239,1201,133,286,2711
2020-05-28,Andalucía,12636,160,0,17408,6247,769,1414,12857
2020-05-28,Almería,503,10,0,773,237,40,53,627
2020-05-28,Cádiz,1259,19,0,1566,582,81,157,890
2020-05-28,Córdoba,1342,10,0,1742,558,76,117,1505
2020-05-28,Huelva,403,3,0,528,220,30,48,463
2020-05-28,Málaga,2771,29,0,4502,1478,170,285,2843
2020-05-28,Sevilla,2459,19,0,3143,1205,149,286,2441
2020-05-28,Granada,2446,33,0,3241,1200,133,286,2739
2020-05-28,Jaén,1453,37,0,1913,767,90,182,1349
2020-05-29,Córdoba,1342,9,0,1743,559,76,117,1506
2020-05-29,Andalucía,12647,163,0,17433,6251,768,1414,13058
2020-05-29,Almería,505,11,0,775,239,40,53,649
2020-05-29,Cádiz,1267,25,0,1574,583,81,158,952
2020-05-29,Granada,2448,32,0,3249,1202,133,286,2747
2020-05-29,Jaén,1453,35,0,1925,768,90,182,1360
2020-05-29,Sevilla,2458,19,0,3141,1205,150,286,2522
2020-05-29,Huelva,403,3,0,527,220,30,48,463
2020-05-29,Málaga,2771,29,0,4499,1475,168,284,2859
2020-05-30,Sevilla,2459,20,0,3139,1203,150,286,2562
2020-05-30,Andalucía,12672,153,0,17469,6260,770,1417,13257
2020-05-30,Cádiz,1269,26,0,1576,583,81,158,974
2020-05-30,Córdoba,1343,8,0,1744,559,76,117,1505
2020-05-30,Almería,507,10,0,777,239,41,53,652
2020-05-30,Huelva,404,3,0,529,221,30,48,464
2020-05-30,Jaén,1455,29,0,1929,768,91,182,1453
2020-05-30,Málaga,2784,31,0,4520,1484,168,286,2895
2020-05-30,Granada,2451,26,0,3255,1203,133,287,2752
2020-05-31,Andalucía,12688,155,0,17476,6261,770,1419,13323
2020-05-31,Málaga,2787,32,0,4523,1484,168,287,2895
2020-05-31,Jaén,1456,29,0,1930,768,91,182,1453
2020-05-31,Huelva,404,3,0,529,221,30,48,464
2020-05-31,Granada,2452,27,0,3256,1203,133,287,2751
2020-05-31,Córdoba,1343,7,0,1744,559,76,117,1505
2020-05-31,Cádiz,1269,26,0,1576,583,81,158,974
2020-05-31,Almería,509,12,0,779,240,41,54,652
2020-05-31,Sevilla,2468,19,0,3139,1203,150,286,2629
2020-06-01,Sevilla,2468,18,3,3139,1203,150,286,2648
2020-06-01,Jaén,1457,28,7,1931,768,91,182,1453
2020-06-01,Huelva,404,3,1,529,221,30,48,464
2020-06-01,Granada,2453,26,6,3257,1203,133,286,2777
2020-06-01,Córdoba,1343,7,5,1744,559,76,117,1505
2020-06-01,Cádiz,1269,26,12,1576,584,81,158,974
2020-06-01,Almería,511,14,10,781,240,41,54,652
2020-06-01,Andalucía,12693,156,60,17482,6262,770,1418,13369
2020-06-01,Málaga,2788,34,16,4525,1484,168,287,2896
2020-06-02,Andalucía,12721,165,76,17505,6270,770,1419,13526
2020-06-02,Cádiz,1275,30,15,1581,584,81,159,986
2020-06-02,Córdoba,1345,8,7,1746,560,76,117,1519
2020-06-02,Almería,516,19,15,787,240,41,54,655
2020-06-02,Huelva,404,2,1,529,221,30,48,465
2020-06-02,Jaén,1461,28,10,1936,768,91,182,1474
2020-06-02,Sevilla,2471,14,3,3139,1205,150,286,2685
2020-06-02,Málaga,2795,38,17,4531,1488,168,287,2916
2020-06-02,Granada,2454,26,8,3256,1204,133,286,2826
2020-06-03,Andalucía,12737,167,85,17529,6276,769,1419,13646
2020-06-03,Almería,517,20,15,788,240,41,54,675
2020-06-03,Cádiz,1274,26,14,1580,583,81,159,1016
2020-06-03,Córdoba,1346,8,7,1747,560,76,117,1540
2020-06-03,Granada,2455,24,9,3258,1204,133,286,2827
2020-06-03,Jaén,1462,26,10,1945,769,90,182,1478
2020-06-03,Málaga,2801,43,22,4536,1491,168,287,2934
2020-06-03,Sevilla,2477,17,6,3145,1207,150,286,2709
2020-06-03,Huelva,405,3,2,530,222,30,48,467
2020-06-04,Cádiz,1274,21,12,1585,586,81,159,1045
2020-06-04,Andalucía,12753,163,88,17561,6286,769,1422,13752
2020-06-04,Almería,521,23,17,793,244,41,54,679
2020-06-04,Córdoba,1347,8,7,1748,561,76,117,1540
2020-06-04,Huelva,407,5,4,532,222,30,48,468
2020-06-04,Jaén,1463,20,10,1949,769,90,184,1491
2020-06-04,Málaga,2806,42,21,4545,1491,168,287,2943
2020-06-04,Granada,2455,24,8,3258,1204,133,286,2851
2020-06-04,Sevilla,2480,20,9,3151,1209,150,287,2735
2020-06-05,Andalucía,12765,155,84,17572,6285,770,1423,13866
2020-06-05,Almería,521,23,14,793,244,41,54,690
2020-06-05,Cádiz,1275,22,11,1584,587,82,159,1069
2020-06-05,Córdoba,1347,8,6,1748,561,76,117,1540
2020-06-05,Huelva,406,4,3,531,221,30,48,470
2020-06-05,Jaén,1464,18,9,1951,769,90,184,1523
2020-06-05,Málaga,2809,42,22,4547,1491,168,287,2951
2020-06-05,Sevilla,2484,20,12,3154,1208,150,287,2754
2020-06-05,Granada,2459,18,7,3264,1204,133,287,2869
2020-06-06,Cádiz,1276,23,11,1584,587,83,159,1107
2020-06-06,Andalucía,12788,166,88,17592,6289,773,1423,13989
2020-06-06,Almería,527,28,19,799,244,41,54,693
2020-06-06,Córdoba,1349,10,7,1750,563,76,117,1540
2020-06-06,Sevilla,2486,19,9,3156,1207,151,287,2784
2020-06-06,Huelva,408,4,4,532,222,30,48,471
2020-06-06,Jaén,1466,19,10,1953,769,91,184,1561
2020-06-06,Málaga,2816,46,22,4554,1493,168,287,2965
2020-06-06,Granada,2460,17,6,3264,1204,133,287,2868
2020-06-07,Almería,527,27,17,799,244,41,54,693
2020-06-07,Cádiz,1277,24,9,1585,587,83,159,1107
2020-06-07,Andalucía,12796,168,82,17598,6291,773,1425,14004
2020-06-07,Córdoba,1349,10,7,1750,563,76,117,1540
2020-06-07,Huelva,408,4,4,532,222,30,48,471
2020-06-07,Granada,2462,17,7,3264,1205,133,287,2873
2020-06-07,Jaén,1467,17,8,1954,769,91,184,1561
2020-06-07,Málaga,2820,49,20,4558,1494,168,287,2965
2020-06-07,Sevilla,2486,20,10,3156,1207,151,289,2794
2020-06-08,Andalucía,12795,167,74,17597,6291,773,1425,14031
2020-06-08,Almería,527,27,15,799,244,41,54,693
2020-06-08,Cádiz,1277,24,5,1585,587,83,159,1107
2020-06-08,Córdoba,1349,10,7,1750,563,76,117,1540
